id,gender,location_district,location_upazila,location_village,caller_need,note,status,resolve_organization,feedback_status,resolve_comment,resolve_at,created_at
618,Unknown,NOAKHALI,NOAKHALI SADAR,Sujapur,Food,Calling again and again,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
619,Unknown,LAKSHMIPUR,KAMALNAGAR,Dakkhin Char Kadira,Food,Calling again and again,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
620,Unknown,LAKSHMIPUR,KAMALNAGAR,Dakkhin Char Kadira,Food,Calling again and again,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
621,Unknown,FENI,SONAGAZI,Baduria,Food,Calling again and again,Resolved,Not applicable,did_not_answer,can't reach,08/29/2024,08/26/2024
622,Unknown,FENI,DAGANBHUIYAN,Paschim Ramchondropur,Rescue,Called multiple times,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
623,Unknown,FENI,FENI SADAR,Sonua,Rescue,Calling again and again,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
624,Unknown,FENI,CHHAGALNAIYA,"Lakkhipur,",Rescue,Calling again and again,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
625,Unknown,NOAKHALI,SUBARNACHAR,Uttor Pachobia,Food,Calling again and again,Resolved,Not applicable,did_not_answer,Call Not Received,08/29/2024,08/26/2024
626,Unknown,NOAKHALI,SUBARNACHAR,Char Kazi Mukhles,Food,Calling again and again,Resolved,Not applicable,did_not_answer,Call Not Received,08/29/2024,08/26/2024
627,Unknown,NOAKHALI,SUBARNACHAR,Char Torab Ali,Food,Calling again and again,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
628,Unknown,NOAKHALI,SUBARNACHAR,Purba Char Bata,Food,Called multiple times,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
629,Unknown,NOAKHALI,BEGUMGANJ,Kandorpur,Food,Calling again and again,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
630,Unknown,NOAKHALI,BEGUMGANJ,Kamdebpur,Food,Called multiple times,Resolved,Not applicable,did_not_answer,Call Not Received,08/29/2024,08/26/2024
631,Unknown,NOAKHALI,SUBARNACHAR,Char Torab Ali,Food,Calling again and again,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
632,Unknown,NOAKHALI,BEGUMGANJ,Kamdebpur,Food,Calling again and again,Pending,Unknown,Unknown,,,08/26/2024
633,Unknown,NOAKHALI,BEGUMGANJ,Kamdebpur,Food,Calling again and again,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
634,Unknown,NOAKHALI,BEGUMGANJ,Kanderpur,Food,Calling again and again,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
635,Unknown,NOAKHALI,BEGUMGANJ,Kandirpur,Food,,Resolved,Not applicable,did_not_answer,Call Not Received,08/29/2024,08/26/2024
636,Unknown,NOAKHALI,SUBARNACHAR,Char Jubille,Food,Called multiple times,Resolved,Not applicable,did_not_answer,Call Not Received,08/29/2024,08/26/2024
637,Unknown,NOAKHALI,SUBARNACHAR,Uttar Kanchapia,Food,Calling again and again,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
638,Unknown,NOAKHALI,NOAKHALI SADAR,Char Purba Shullukia,Food,Called multiple times,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
639,Unknown,NOAKHALI,BEGUMGANJ,Eklaspur,Food,Calling again and again,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
640,Unknown,NOAKHALI,BEGUMGANJ,Joykrishnapur,Food,Calling again and again,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
641,Unknown,NOAKHALI,BEGUMGANJ,Kamdebpur,Food,Calling again and again,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
642,Unknown,NOAKHALI,BEGUMGANJ,Kamdebpur,Food,Called multiple times,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
643,Unknown,NOAKHALI,BEGUMGANJ,Kamdebpur,Food,Calling again and again,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
644,Unknown,NOAKHALI,BEGUMGANJ,Kamdebpur,Food,Called multiple times,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
645,Unknown,FENI,FENI SADAR,Laskarhat,Rescue,Calling again and again,Resolved,Not applicable,did_not_answer,Call Not Received,08/29/2024,08/26/2024
646,Unknown,NOAKHALI,BEGUMGANJ,Kamdebpur,Food,Calling again and again,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
647,Unknown,LAKSHMIPUR,KAMALNAGAR,Char Pagla,Food,Calling again and again,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
648,Unknown,NOAKHALI,BEGUMGANJ,Kamdevpur,Food,Calling again and again,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
649,Unknown,NOAKHALI,BEGUMGANJ,Kandabpur,Medicine,Called multiple times,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
650,Unknown,NOAKHALI,SUBARNACHAR,Char Rashid,Food,Calling again and again,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
651,Unknown,NOAKHALI,BEGUMGANJ,Kamdebpur,Food,Calling again and again,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
652,Unknown,NOAKHALI,BEGUMGANJ,Kamdebpur,Food,Calling again and again,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
653,Unknown,NOAKHALI,BEGUMGANJ,Kamdebpur,Food,Calling again and again,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
654,Unknown,LAKSHMIPUR,LAKSHMIPUR SADAR,Kajjalipur,Food,Calling again and again,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
655,Unknown,NOAKHALI,SUBARNACHAR,,Food,Called multiple times,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
656,Unknown,NOAKHALI,BEGUMGANJ,Kamdebpur,Food,Calling again and again,Pending,Unknown,Unknown,,,08/26/2024
657,Unknown,NOAKHALI,SUBARNACHAR,Chor Kazi Mokhles,Food,Called multiple times,Resolved,Not applicable,did_not_answer,Call Not Received,08/29/2024,08/26/2024
658,Unknown,NOAKHALI,SUBARNACHAR,Char Wapda,Food,Calling again and again,Resolved,Not applicable,switch_off,Switch off,08/29/2024,08/26/2024
659,Unknown,NOAKHALI,BEGUMGANJ,Kamdebpur,Food,Called multiple times,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
660,Unknown,NOAKHALI,BEGUMGANJ,Kamdebpur,Food,Calling again and again,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
661,Unknown,NOAKHALI,SUBARNACHAR,Char Rashid,Food,Calling again and again,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
662,Unknown,LAKSHMIPUR,LAKSHMIPUR SADAR,Kutubpur,Food,Calling again and again,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
663,Unknown,NOAKHALI,BEGUMGANJ,Kamdebpur,Food,Calling again and again,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
664,Unknown,NOAKHALI,BEGUMGANJ,Kamdebpur,Food,Calling again and again,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
665,Unknown,CUMILLA,MANOHARGANJ,Kabirpur,Food,Called multiple times,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
666,Unknown,NOAKHALI,SUBARNACHAR,Poschim Chor Jubly,Food,Calling again and again,Pending,Unknown,Unknown,,,08/26/2024
667,Unknown,NOAKHALI,BEGUMGANJ,Kamdebpur,Food,Calling again and again,Resolved,Not applicable,did_not_answer,Call Not Received,08/29/2024,08/26/2024
668,Unknown,NOAKHALI,BEGUMGANJ,"Village: Kamdebpur, Ward No: 06",Food,,Pending,Unknown,Unknown,,,08/26/2024
669,Unknown,NOAKHALI,BEGUMGANJ,"Village: Kamdebpur, Ward No: 06",Food,,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
670,Unknown,NOAKHALI,NOAKHALI SADAR,"Village: Paschim Aojbalia, Ward: 07",Food,,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
671,Unknown,NOAKHALI,BEGUMGANJ,"Village : Kamdebpur, Ward No : 06, Union : 07 No",Food,,Resolved,Not applicable,did_not_answer,Requesting for help,08/29/2024,08/26/2024
672,Unknown,NOAKHALI,BEGUMGANJ,"Village : Kamdebpur, Ward No : 06",Food,,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
673,Unknown,NOAKHALI,BEGUMGANJ,"Village: Kamdebpur (Kamdevpur Government Primary School), Ward no: 06",Food,,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
674,Unknown,NOAKHALI,BEGUMGANJ,"Village: Kamdebpur, Ward No.: 06",Food,,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
675,Unknown,NOAKHALI,BEGUMGANJ,"Kamdebpur, Ward: 06",Food,,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
676,Unknown,NOAKHALI,BEGUMGANJ,"Vill: Kamdebpur, Ward: 06",Food,,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
677,Unknown,NOAKHALI,BEGUMGANJ,"Vill: Kamdebpur, Ward: 0",Food,,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
678,Unknown,NOAKHALI,BEGUMGANJ,"Village: Kamdebpur (Vidhu Mistry House), Ward no: 06",Food,,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
679,Unknown,NOAKHALI,BEGUMGANJ,"Village: Kamdebpur(Formerly near Kamdebpur Government Primary School ) , Ward No : 06",Food,,Resolved,Not applicable,did_not_answer,Call Not Received,08/29/2024,08/26/2024
680,Unknown,FENI,FENI SADAR,"Village: Laskarhat ( Mutabi Bara Bari), Ward: 01 ,",Rescue,,Resolved,Not Applicable,switch_off,Switch Off,08/26/2024,08/26/2024
681,Unknown,FENI,PARASHURAM,"Village: South Solia ( Master Bari),",Rescue,,Pending,Unknown,Unknown,,,08/26/2024
682,Unknown,FENI,FENI SADAR,"Village: Rampur Latumiah Road ( Hazi Alauddin Bari),",Rescue,,Pending,Unknown,Unknown,,,08/26/2024
683,Unknown,FENI,FENI SADAR,"Village: Kolatoli Bazar ( Mukhlesur Rahman Master Bari),",Rescue,,Pending,Unknown,Unknown,,,08/26/2024
684,Unknown,NOAKHALI,BEGUMGANJ,"Village: Kamdebpur, Ward: 06",Rescue,,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
685,Unknown,FENI,PARASHURAM,Village: Dhanikunda ( Salauddin Mour),Rescue,,Pending,Unknown,Unknown,,,08/26/2024
686,Unknown,FENI,FENI SADAR,"Village: Loskarhat Bazar ( Motabi High School ), Ward: 01,",Rescue,,Pending,Unknown,Unknown,,,08/26/2024
687,Unknown,NOAKHALI,BEGUMGANJ,"Vill: Eklaspur pur, Ward: 06,",Food,,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
688,Unknown,FENI,FULGAZI,Village: Uttar Sreechandapur (Dhanmiah Bari),Rescue,,Pending,Unknown,Unknown,,,08/26/2024
689,Unknown,NOAKHALI,BEGUMGANJ,"Village: Kamdebpur, Ward No: 06",Food,,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
690,Unknown,FENI,FENI SADAR,"Village: Baghaiya ( Loskarhat Bazar) ,",Rescue,,Resolved,Not Applicable,switch_off,can't reachable,08/28/2024,08/26/2024
691,Unknown,NOAKHALI,NOAKHALI SADAR,"Village: Pashchim Aojbalia, Ward No: 07",Food,,Resolved,He said he will call later,other,He said he will call later,08/29/2024,08/26/2024
692,Unknown,NOAKHALI,SUBARNACHAR,"Village: Char Jubille, Ward :02,",Food,,Resolved,Got No Help,got_no_help,requesting for help,08/30/2024,08/26/2024
693,Unknown,NOAKHALI,BEGUMGANJ,"Village: Kamdebpur , Ward No : 06",Food,,Pending,Unknown,Unknown,,,08/26/2024
694,Unknown,NOAKHALI,BEGUMGANJ,"Village: Kamdebpur, Ward No: 06,",Food,,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
695,Unknown,NOAKHALI,BEGUMGANJ,"Village: Kamdebpur, Ward No: 06, Union: Eklashpur",Food,,Pending,Unknown,Unknown,,,08/26/2024
696,Unknown,LAKSHMIPUR,RAIPUR,"Vill: Char Ababil, Ward: 05,",Food,,Resolved,Not applicable,did_not_answer,Call Not receive,08/30/2024,08/26/2024
697,Unknown,LAKSHMIPUR,LAKSHMIPUR SADAR,"Village: Kutubpur, Ward no: 09",Food,,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
698,Unknown,NOAKHALI,BEGUMGANJ,"Village: Kamdebpur, Ward No: 06,",Food,,Resolved,Not applicable,did_not_answer,Call Not receive,08/30/2024,08/26/2024
699,Unknown,NOAKHALI,SUBARNACHAR,"Village: Char Rashid (Ali Akkas Noorani Madras), Ward no: 03,",Food,,Pending,Unknown,Unknown,,,08/26/2024
700,Unknown,NOAKHALI,BEGUMGANJ,"Village: Kamdebpur, Ward No: 06,",Food,,Resolved,Not applicable,switch_off,Switch off,08/29/2024,08/26/2024
701,Unknown,NOAKHALI,SONAIMURI,"Village: Kabirpur ( Kabirpur Madrasha), Ward: 07,",Food,,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
702,Unknown,NOAKHALI,BEGUMGANJ,"Village: Kamdebpur, Ward: 06,",Food,,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
703,Unknown,NOAKHALI,SUBARNACHAR,"Village : Uttor Kacchapia, Ward No : 07",Food,,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
704,Unknown,NOAKHALI,BEGUMGANJ,"Village : Eklashpur, Ward No : 07, Union : Eklashpu",Food,,Resolved,Got No Help,got_no_help,requesting for help,08/30/2024,08/26/2024
705,Unknown,NOAKHALI,BEGUMGANJ,"Uttor Kacchapia, Ward No : 07",Food,,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
706,Unknown,NOAKHALI,BEGUMGANJ,"Area: Mirwarishpur, Ward No: 01,",Food,,Resolved,Not applicable,got_no_help,requesting for help,08/30/2024,08/26/2024
707,Unknown,NOAKHALI,SUBARNACHAR,"Village: Uttar Kanchapia (Madrasa of Musa Mia), Ward no: 07,",Food,,Resolved,Not applicable,did_not_answer,Call Not receive,08/30/2024,08/26/2024
708,Unknown,NOAKHALI,SONAIMURI,"Village: Kabirpur ( Kabirpur Madrasha), Ward: 07",Food,,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
709,Unknown,NOAKHALI,BEGUMGANJ,"Village: Kamdebpur, Ward: 06",Food,,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
710,Unknown,NOAKHALI,BEGUMGANJ,"Village: Kamdebpur (Kamdevpur Government Primary School), Ward no: 06,",Food,,Resolved,Got No Help,did_not_answer,Call Not receive,08/30/2024,08/26/2024
711,Unknown,MOULVIBAZAR,JURI,"Village: Shahapur, ward: 01",Food,,Resolved,Not applicable,got_no_help,requesting for help,08/30/2024,08/26/2024
712,Unknown,LAKSHMIPUR,KAMALNAGAR,"Village: Char Jagabandhu, Ward No:07",Food,,Pending,Unknown,Unknown,,,08/26/2024
713,Unknown,NOAKHALI,BEGUMGANJ,"Village : Uttor Kacchapia, Ward No : 07",Food,,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
714,Unknown,MOULVIBAZAR,JURI,"Village: Shahapur, ward: 01,",Food,,Resolved,Got No Help,got_no_help,requesting for help,08/30/2024,08/26/2024
715,Unknown,NOAKHALI,BEGUMGANJ,"Village: Kamdebpur (Kamdevpur Government Primary School), Ward no: 0",Food,,Resolved,Not applicable,got_no_help,requesting for help,08/30/2024,08/26/2024
716,Unknown,NOAKHALI,BEGUMGANJ,"Village: Kamdebpur, Ward No: 06",Food,,Resolved,Not applicable,got_no_help,requesting for help,08/30/2024,08/26/2024
717,Unknown,NOAKHALI,SUBARNACHAR,"Uttor Kacchapia, Ward No : 07",Food,,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
718,Unknown,NOAKHALI,BEGUMGANJ,"Village: Kamdebpur, Ward No: 06",Food,,Resolved,Got No Help,got_no_help,requesting for help,08/30/2024,08/26/2024
719,Unknown,NOAKHALI,BEGUMGANJ,"Vill: Kamdebpur, Ward: 06",Food,,Resolved,Got No Help,got_no_help,requesting for help,08/30/2024,08/26/2024
720,Unknown,SUNAMGANJ,SUNAMGANJ SADAR,"Village: Birampur, Ward No.: 04",Food,,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
721,Unknown,NOAKHALI,BEGUMGANJ,"Village: Kamdebpur, Ward No: 06,",Food,,Resolved,Got No Help,got_no_help,requesting for help,08/30/2024,08/26/2024
722,Unknown,NOAKHALI,BEGUMGANJ,"Village: Kamdebpur, Ward No: 06,",Food,,Resolved,Got No Help,got_no_help,requesting for help,08/30/2024,08/26/2024
723,Unknown,NOAKHALI,BEGUMGANJ,"Village: Kamdebpur , Ward No : 06",Food,,Resolved,Got No Help,got_no_help,requesting for help,08/30/2024,08/26/2024
724,Unknown,LAKSHMIPUR,LAKSHMIPUR SADAR,"Village : Rajibpur , Ward No : 13,",Food,,Resolved,Got No Help,got_no_help,requesting for help,08/30/2024,08/26/2024
725,Unknown,LAKSHMIPUR,LAKSHMIPUR SADAR,"Village: Kajjalipur (Parvatipur Union Parishad), Ward no: 07,",Food,,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
726,Unknown,NOAKHALI,BEGUMGANJ,"Village: Kamdebpur, Ward No: 06",Food,,Resolved,Not applicable,did_not_answer,Requesting for help,08/29/2024,08/26/2024
727,Unknown,NOAKHALI,BEGUMGANJ,"Village: Kamdebpur, Ward No.: 06,",Food,,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
728,Unknown,NOAKHALI,BEGUMGANJ,"Village: Kamdebpur, Ward: 06",Food,,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
729,Unknown,NOAKHALI,BEGUMGANJ,"Village: Anantapur, Ward No: 07",Food,,Resolved,Not applicable,did_not_answer,Call Not receive,08/30/2024,08/26/2024
730,Unknown,NOAKHALI,BEGUMGANJ,"Village: Kamdebpur, Ward No: 06,",Food,,Resolved,Got No Help,got_no_help,requesting for help,08/30/2024,08/26/2024
731,Unknown,NOAKHALI,BEGUMGANJ,"Village: Kamdebpur, Ward No: 06",Food,,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
732,Unknown,NOAKHALI,BEGUMGANJ,"Village : Kamdebpur, Ward No : 06",Food,,Resolved,Got No Help,got_no_help,requesting for help,08/30/2024,08/26/2024
733,Unknown,NOAKHALI,BEGUMGANJ,"Village : Kamdebpur, Ward No : 06",Food,,Resolved,Not applicable,did_not_answer,Call Not receive,08/30/2024,08/26/2024
734,Unknown,NOAKHALI,BEGUMGANJ,"Village : Kamdebpur, Ward No : 06",Food,,Resolved,Not applicable,did_not_answer,Call Not Received,08/29/2024,08/26/2024
735,Unknown,NOAKHALI,BEGUMGANJ,"Village: Dakkhin Jirtali (Naku Bihari Mosque), Ward no: 08,",Food,,Pending,Unknown,Unknown,,,08/26/2024
736,Unknown,LAKSHMIPUR,KAMALNAGAR,"Village: Char Jagabandhu, Ward No:07,",Food,,Pending,Unknown,Unknown,,,08/26/2024
737,Unknown,NOAKHALI,BEGUMGANJ,"Village: Kamdebpur, Ward No: 06,",Food,,Resolved,Got No Help,got_no_help,requesting for help,08/30/2024,08/26/2024
738,Unknown,NOAKHALI,BEGUMGANJ,"Vill: Kamdebpur, Ward: 06,",Food,,Resolved,Not applicable,did_not_answer,Call Not receive,08/30/2024,08/26/2024
739,Unknown,NOAKHALI,BEGUMGANJ,"Village: Kamdebpur, Ward No: 06",Food,,Resolved,Not applicable,switch_off,Switch Off,08/30/2024,08/26/2024
740,Unknown,NOAKHALI,BEGUMGANJ,"Village: Kamdebpur, Ward No.: 06",Food,,Resolved,Not applicable,switch_off,Switch Off,08/30/2024,08/26/2024
741,Unknown,NOAKHALI,BEGUMGANJ,"Village: Kamdebpur, Ward No: 06,",Food,,Resolved,Not applicable,switch_off,Switch Off,08/30/2024,08/26/2024
742,Unknown,NOAKHALI,SUBARNACHAR,"Village: Char Rashid, Ward No: 03",Food,,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
743,Unknown,NOAKHALI,BEGUMGANJ,"Village: Kamdebpur, Ward No: 06,",Food,,Resolved,Got No Help,got_no_help,requesting for help,08/30/2024,08/26/2024
744,Unknown,NOAKHALI,BEGUMGANJ,"Village: Kamdebpur, Ward: 06",Food,,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
745,Unknown,NOAKHALI,BEGUMGANJ,"Village: Kamdebpur, Ward No.: 06,",Food,,Resolved,Not applicable,did_not_answer,Call Not receive,08/30/2024,08/26/2024
746,Unknown,NOAKHALI,BEGUMGANJ,"Village: Kamdebpur, Ward No: 06",Food,,Resolved,Not applicable,switch_off,Switch Off,08/30/2024,08/26/2024
747,Unknown,KHAGRACHHARI,DIGHINALA,"Caller Address: Village: Durga Karbaripara (Alinagar), Ward no: 02",Food,,Resolved,Not applicable,switch_off,Switch Off,08/30/2024,08/26/2024
748,Unknown,NOAKHALI,BEGUMGANJ,"Village: Anantapur (Anantapur Alim Madrasa), Ward no: 07",Food,,Resolved,Got No Help,got_no_help,requesting for help,08/30/2024,08/26/2024
749,Unknown,CHANDPUR,MATLAB DAKKHIN,"Village: Dingabhanga, Ward No.: 06,",Food,,Resolved,Not applicable,did_not_answer,requesting for help,08/30/2024,08/26/2024
750,Unknown,NOAKHALI,BEGUMGANJ,"Village: Kamdebpur, Ward No: 06,",Food,,Resolved,Not applicable,switch_off,Switch Off,08/30/2024,08/26/2024
751,Unknown,NOAKHALI,BEGUMGANJ,"Village: Anantapur, Ward No: 07,",Food,,Resolved,Not applicable,did_not_answer,requesting for help,08/30/2024,08/26/2024
752,Unknown,NOAKHALI,BEGUMGANJ,"Village: Hajipur, Ward No: 02,",Food,,Resolved,Not applicable,switch_off,Switch Off,08/30/2024,08/26/2024
753,Unknown,NOAKHALI,SUBARNACHAR,"Village: Char Amanullah , Ward No : 05",Food,,Resolved,UP Member,Resolved,Rescue Team from UP Member,08/30/2024,08/26/2024
754,Unknown,NOAKHALI,BEGUMGANJ,"Village: Anantapur (Anantapur Islamia Fazil Aleem Madrasa), Ward no: 07,",Food,,Resolved,Got No Help,got_no_help,requesting for help,08/30/2024,08/26/2024
755,Unknown,NOAKHALI,BEGUMGANJ,"llage: Kamdebpur, Ward No: 06,",Food,,Resolved,Not applicable,did_not_answer,Call Not receive,08/30/2024,08/26/2024
756,Unknown,NOAKHALI,BEGUMGANJ,"Vill: Kamdebpur, Ward: 06,",Food,,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
757,Unknown,NOAKHALI,BEGUMGANJ,"Vill: Lalanagar , Ward: 05,",Food,,Resolved,Not applicable,switch_off,Switch Off,08/30/2024,08/26/2024
758,Unknown,NOAKHALI,BEGUMGANJ,"Village: kamdebpur, Ward No: 06,",Food,,Resolved,Got No Help,got_no_help,requesting for help,08/30/2024,08/26/2024
759,Unknown,NOAKHALI,BEGUMGANJ,"Village: Kamdebpur, Ward No: 06",Food,,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
760,Unknown,NOAKHALI,BEGUMGANJ,"Village: Amanatpur , Ward No:04",Food,,Resolved,Got No Help,got_no_help,requesting for help,08/30/2024,08/26/2024
761,Unknown,NOAKHALI,BEGUMGANJ,"Village: Kamdebpur (Kamdevpur Government Primary School), Ward no: 06",Food,,Resolved,Got No Help,got_no_help,requesting for help,08/30/2024,08/26/2024
762,Unknown,NOAKHALI,BEGUMGANJ,"Village: Kamdebpur, Ward No: 06",Food,,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
763,Unknown,NOAKHALI,BEGUMGANJ,"Village: Kamdebpur, Ward No: 06, Union: Eklashpur",Food,,Resolved,Not applicable,did_not_answer,Call Waiting,08/29/2024,08/26/2024
764,Unknown,NOAKHALI,BEGUMGANJ,"Vill: Kamdebpur, Ward: 06,",Food,,Resolved,Not applicable,switch_off,Switch off,08/29/2024,08/26/2024
765,Unknown,NOAKHALI,NOAKHALI SADAR,,Food,,Resolved,UP secretary,Resolved,Rescue Team from UP secretary,08/29/2024,08/26/2024
766,Unknown,NOAKHALI,BEGUMGANJ,"Village: Kamdebpur, Ward No: 06",Food,,Resolved,Not applicable,did_not_answer,Call Not Received,08/29/2024,08/26/2024
767,Unknown,NOAKHALI,BEGUMGANJ,,Food,,Resolved,Not applicable,did_not_answer,Call Not Received,08/29/2024,08/26/2024
768,Unknown,NOAKHALI,BEGUMGANJ,"Vill: Kamdebpur, Ward: 06,",Food,,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
769,Unknown,NOAKHALI,NOAKHALI SADAR,"Village: Pashchim Aojbalia (House south of Momin Nagar Bazar), Ward no: 07",Food,,Resolved,upazila nirbahi officer (UNO),Resolved,Rescue Team from UNO,08/29/2024,08/26/2024
770,Unknown,NOAKHALI,BEGUMGANJ,"Village: Kamdebpur(North-West Kamdevpur Madrasah Mosque ) , Ward No : 06,",Food,,Resolved,Not applicable,switch_off,Switch off,08/29/2024,08/26/2024
771,Unknown,NOAKHALI,BEGUMGANJ,"Village: Kamdebpur, Ward No: 06",Food,,Pending,Unknown,Unknown,,,08/26/2024
772,Unknown,NOAKHALI,SONAIMURI,"Village: Motubi, Ward: 08, Union: Bajra",Food,,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
773,Unknown,NOAKHALI,BEGUMGANJ,"Village: Kamdebpur, Ward No: 06",Food,,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
774,Unknown,NOAKHALI,NOAKHALI SADAR,"Village: Char Purba Shullukia, Ward No.: 07",Food,,Pending,Unknown,Unknown,,,08/26/2024
775,Unknown,NOAKHALI,BEGUMGANJ,"Village: Kamdebpur, Ward No: 06",Food,,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
776,Unknown,NOAKHALI,BEGUMGANJ,"Vill: Kamdebpur, Ward: 06,",Food,,Resolved,Not applicable,did_not_answer,Call Not Received,08/29/2024,08/26/2024
777,Unknown,NOAKHALI,SONAIMURI,"Village: Purba Chandpur, Ward No: 02,",Food,,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
778,Unknown,NOAKHALI,BEGUMGANJ,"Village: Kamdebpur, Ward: 06",Food,,Resolved,Got No Help,got_no_help,Requesting for help,08/29/2024,08/26/2024
779,Unknown,NOAKHALI,BEGUMGANJ,"Village: Kamdebpur , Ward No : 06",Food,,Resolved,Not applicable,did_not_answer,Call Not Received,08/29/2024,08/26/2024
